  0: :::MLLOG {"namespace": "", "time_ms": 1696465431105, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 192}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431155, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 193}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431155, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "oc20", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 195}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431156, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "HPE+LBNL", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 195}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431156, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 195}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431157, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 195}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431157, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "128xSUBMISSION_PLATFORM_PLACEHOLDER", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 195}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431158, "event_type": "POINT_IN_TIME", "key": "seed", "value": 1696465376, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 196}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431158, "event_type": "POINT_IN_TIME", "key": "number_of_ranks", "value": 512, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 197}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431159, "event_type": "POINT_IN_TIME", "key": "number_of_nodes", "value": 128, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 198}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431159, "event_type": "POINT_IN_TIME", "key": "accelerators_per_node", "value": 4, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 199}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431160, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 2048, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 200}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431160, "event_type": "POINT_IN_TIME", "key": "train_samples", "value": 2000000, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 203}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431161, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 999866, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 204}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431162, "event_type": "POINT_IN_TIME", "key": "opt_name", "value": "AdamW", "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 205}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431162, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 0.0016, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 206}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431163, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 3908, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 207}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431163, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_factor", "value": 0.2, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 208}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431164, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_boundary_steps", "value": [23448, 31264], "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 209}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431164, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_factor", "value": 0.1, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 210}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431166, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 211}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431167, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 211}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431167, "event_type": "POINT_IN_TIME", "key": "staging_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 212}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431327, "event_type": "POINT_IN_TIME", "key": "staging_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 217, "staging_duration": 0.15900278091430664, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431328, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"staging_duration": 0.15900278091430664}, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 220, "step": 0, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465431328, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 263, "epoch_num": 1, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465486365, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"throughput": 18614.414709107867}, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 308, "step": 1, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465486369, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 326, "epoch_num": 1, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465504673, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.06464236649987547, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 335, "epoch_num": 1, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465504678, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 341, "epoch_num": 1, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465504678, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 360, "epoch_num": 1, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465504679, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 263, "epoch_num": 2, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465539137, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"throughput": 29730.98104163472}, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 308, "step": 2, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465539141, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 326, "epoch_num": 2, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465542583, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.059135173052855323, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 335, "epoch_num": 2, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465542586, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 341, "epoch_num": 2, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465542587, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 360, "epoch_num": 2, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465542588, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 263, "epoch_num": 3, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465576859, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"throughput": 29893.662566731848}, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 308, "step": 3, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465576862, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 326, "epoch_num": 3, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465580269, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.057044495765849426, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 335, "epoch_num": 3, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465580273, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 341, "epoch_num": 3, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465580274, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 360, "epoch_num": 3, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465580274, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 263, "epoch_num": 4, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465614454, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"throughput": 29973.093787054113}, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 308, "step": 4, "instance": 1}}
  0: :::MLLOG {"namespace": "", "time_ms": 1696465614458, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/global/u2/s/sfarrell/WorkAreas/mlperf/optimized-hpc/oc20/pytorch/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 326, "epoch_num": 4, "instance": 1}}
